Potassium Bromide (KBr)	Br1K1(cr)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-12.213	-386.674	-386.674	INFINITE
100	43.145	42.949	140.561	-9.761	-387.351	-385.394	201.309
200	49.873	75.509	100.634	-5.025	-387.660	-383.321	100.113
298.15	52.379	95.939	95.939	0.	-393.798	-380.431	66.650
300	52.300	96.263	95.940	0.097	-393.826	-380.348	66.224
400	53.806	111.525	98.011	5.406	-411.235	-372.297	48.617
500	55.250	123.669	101.968	10.850	-410.744	-362.615	37.882
600	56.358	133.837	106.456	16.429	-410.065	-353.050	30.736
700	58.084	142.647	111.010	22.146	-409.212	-343.612	25.641
800	60.417	150.546	115.466	28.064	-408.148	-334.311	21.828
900	63.687	157.840	119.773	34.260	-406.816	-325.158	18.872
1000	68.011	164.764	123.928	40.836	-405.141	-316.171	16.515
1007.000	68.367	165.240	124.214	41.313	CRYSTAL <--> LIQUID
1100	73.053	171.491	127.948	47.897	481.989  302.762 14.377
1200	76.860	178.018	131.850	55.402	-478.460	-286.622	12.476
1300	79.622	184.283	135.644	63.231	-474.610	-270.790	10.880
1400	81.797	190.265	139.333	71.304	-470.520	-255.263	9.524
1500	83.680	195.974	142.921	79.580	-466.233	-240.036	8.359
