Magnesium Aluminum Oxide (MgAl2O4)	Al2Mg1O4(cr)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	8.075	INFINITE	-15.411	-2283.075	-2283.075	INFINITE
100	22.669	16.757	164.497	-14.774	-2289.857	-2254.524	1177.642
200	78.069	49.819	98.221	-9.681	-2296.197	-2216.480	578.885
298.15	116.198	88.692	88.692	0.	-2299.108	-2176.621	381.335
300	116.533	89.412	88.695	0.215	-2299.137	-2175.861	378.851
400	137.988	126.244	93.571	13.069	-2299.797	-2134.626	278.754
500	149.829	158.409	103.398	27.506	-2299.410	-2093.365	218.692
600	157.887	186.474	114.956	42.911	-2298.562	-2052.230	178.663
700	164.155	211.299	126.980	59.023	-2297.527	-2011.255	150.082
800	169.473	233.573	138.935	75.710	-2296.463	-1970.433	128.656
900	174.238	253.814	150.592	92.899	-2295.485	-1929.739	111.999
1000	178.657	272.403	161.856	110.546	-2324.450	-1886.914	98.562
1100	182.853	289.629	172.698	128.623	-2323.172	-1843.219	87.527
1200	186.895	305.713	183.120	147.112	-2321.562	-1799.655	78.337
1300	190.828	320.829	193.137	165.999	-2319.622	-1756.239	70.567
1400	194.686	335.112	202.773	185.275	-2444.763	-1709.818	63.794
1500	198.485	348.674	212.051	204.934	-2440.816	-1657.458	57.718
1600	202.238	361.604	220.997	224.970	-2436.542	-1605.372	52.410
1700	205.962	373.976	229.635	245.381	-2431.944	-1553.563	47.735
1800	209.652	385.853	237.986	266.162	-2427.024	-1502.034	43.588
1900	213.325	397.287	246.071	287.311	-2421.783	-1450.787	39.885
2000	216.982	408.322	253.909	308.826	-2416.221	-1399.824	36.560
2100	220.622	418.997	261.518	330.706	-2410.341	-1349.148	33.558
2200	224.254	429.344	268.912	352.950	-2404.143	-1298.758	30.836
2300	227.877	439.393	276.107	375.557	-2397.627	-1248.658	28.358
2400	231.488	449.167	283.115	398.525	-2390.796	-1198.849	26.092
2408.000	231.777	449.938	283.668	400.378	CRYSTAL <--> LIQUID
2500	235.095	458.690	289.949	421.854	2383.648  1149.330 24.014
2600	238.697	467.981	296.618	445.544	-2376.185	-1100.104	22.101
2700	242.291	477.057	303.133	469.594	-2368.406	-1051.170	20.336
2800	245.885	485.934	309.504	494.002	-2948.114	-1000.595	18.666
