Copper Oxide (Cu2O)	Cu2O1(cr)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-12.600	-168.952	-168.952	INFINITE
100	39.499	37.092	141.510	-10.442	-169.584	-162.621	84.944
200	53.619	69.143	97.826	-5.737	-170.360	-155.348	40.573
298.15	62.543	92.360	92.360	0.	-170.707	-147.886	25.909
300	62.664	92.747	92.361	0.116	-170.709	-147.745	25.725
400	67.688	111.531	94.888	6.657	-170.641	-140.092	18.294
500	70.922	127.000	99.809	13.596	-170.363	-132.484	13.840
600	73.448	140.161	105.465	20.818	-169.961	-124.944	10.877
700	75.645	151.651	111.259	28.274	-169.479	-117.478	8.766
800	77.666	161.886	116.959	35.941	-168.929	-110.087	7.188
900	79.493	171.141	122.473	43.801	-168.325	-102.767	5.964
1000	81.245	179.606	127.769	51.837	-167.688	-95.517	4.989
1100	83.385	187.443	132.842	60.061	-167.029	-88.331	4.194
1200	86.110	194.812	137.702	68.532	-166.322	-81.208	3.535
1300	89.173	201.824	142.367	77.294	-165.608	-74.144	2.979
1400	92.489	208.552	146.855	86.375	-191.165	-66.321	2.474
1500	95.987	215.052	151.186	95.798	-190.132	-57.438	2.000
1516.700	96.587	216.118	151.895	97.406	CRYSTAL <--> LIQUID
1600	99.631	221.362	155.376	105.578	188.755  48.635 1.588
1700	103.380	227.514	159.439	115.728	-187.020	-39.928	1.227
1800	107.212	233.532	163.389	126.257	-184.917	-31.335	0.909
1900	111.115	239.433	167.236	137.173	-182.440	-22.868	0.629
2000	115.068	245.232	170.992	148.481	-179.581	-14.542	0.380
