Boron Oxide (BO2)	B1O2(g)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-10.731	-285.346	-285.346	INFINITE
100	33.725	188.764	264.960	-7.620	-285.163	-286.678	149.745
200	38.528	213.526	233.623	-4.019	-284.807	-288.331	75.304
250	41.020	222.394	230.514	-2.030	-284.646	-289.231	60.432
298.15	43.276	229.814	229.814	0.	-284.512	-290.127	50.829
300	43.359	230.082	229.815	0.080	-284.507	-290.162	50.522
350	45.527	236.931	230.351	2.303	-284.388	-291.114	43.446
400	47.495	243.141	231.567	4.630	-284.292	-292.082	38.142
450	49.246	248.838	233.174	7.049	-284.217	-293.060	34.018
500	50.780	254.108	235.007	9.550	-284.160	-294.046	30.719
600	53.263	263.597	238.999	14.759	-284.093	-296.030	25.772
700	55.110	271.953	243.122	20.182	-284.080	-298.021	22.239
800	56.490	279.406	247.200	25.765	-284.116	-300.011	19.589
900	57.533	286.123	251.158	31.469	-284.200	-301.994	17.527
1000	58.333	292.228	254.964	37.264	-284.329	-303.964	15.877
1100	58.957	297.818	258.610	43.129	-284.502	-305.920	14.527
1200	59.451	302.970	262.094	49.051	-284.719	-307.857	13.401
1300	59.847	307.745	265.425	55.016	-284.978	-309.776	12.447
1400	60.169	312.192	268.608	61.018	-285.280	-311.672	11.629
1500	60.435	316.353	271.654	67.048	-285.624	-313.546	10.919
1600	60.655	320.260	274.571	73.103	-286.013	-315.395	10.297
1700	60.841	323.943	277.368	79.178	-286.446	-317.218	9.747
1800	60.998	327.425	280.053	85.270	-286.924	-319.015	9.258
1900	61.133	330.727	282.634	91.377	-287.449	-320.783	8.819
2000	61.250	333.866	285.118	97.496	-288.019	-322.523	8.423
2100	61.352	336.857	287.511	103.627	-288.637	-324.233	8.065
2200	61.443	339.713	289.819	109.766	-289.302	-325.912	7.738
2300	61.523	342.446	292.048	115.915	-290.016	-327.561	7.439
2400	61.597	345.066	294.203	122.071	-341.036	-328.109	7.141
2500	61.664	347.582	296.288	128.234	-341.923	-327.552	6.844
2600	61.728	350.002	298.308	134.404	-342.824	-326.959	6.569
2700	61.788	352.332	300.266	140.579	-343.741	-326.332	6.313
2800	61.847	354.581	302.166	146.761	-344.672	-325.670	6.075
2900	61.904	356.752	304.011	152.949	-345.617	-324.975	5.853
3000	61.961	358.852	305.804	159.142	-346.575	-324.247	5.646
3100	62.019	360.884	307.548	165.341	-347.547	-323.486	5.451
3200	62.078	362.854	309.246	171.546	-348.531	-322.695	5.267
3300	62.138	364.765	310.900	177.757	-349.526	-321.872	5.095
3400	62.201	366.621	312.511	183.974	-350.532	-321.019	4.932
3500	62.265	368.425	314.083	190.197	-351.548	-320.136	4.778
3600	62.333	370.180	315.617	196.427	-352.572	-319.224	4.632
3700	62.403	371.889	317.115	202.663	-353.604	-318.284	4.493
3800	62.475	373.554	318.579	208.907	-354.644	-317.315	4.362
3900	62.551	375.178	320.009	215.159	-355.690	-316.318	4.237
4000	62.629	376.763	321.408	221.418	-356.741	-315.296	4.117
4100	62.711	378.310	322.777	227.685	-357.798	-314.247	4.004
4200	62.795	379.822	324.117	233.960	-838.708	-306.148	3.808
4300	62.882	381.301	325.430	240.244	-838.686	-293.467	3.565
4400	62.971	382.747	326.716	246.536	-838.669	-280.789	3.333
4500	63.062	384.164	327.977	252.838	-838.657	-268.110	3.112
4600	63.156	385.551	329.214	259.149	-838.650	-255.432	2.901
4700	63.252	386.910	330.427	265.469	-838.649	-242.753	2.698
4800	63.350	388.243	331.618	271.799	-838.653	-230.074	2.504
4900	63.449	389.550	332.787	278.139	-838.664	-217.395	2.317
5000	63.549	390.833	333.935	284.489	-838.680	-204.715	2.139
5100	63.651	392.092	335.063	290.849	-838.705	-192.036	1.967
5200	63.754	393.329	336.172	297.219	-838.736	-179.357	1.802
5300	63.857	394.545	337.262	303.600	-838.777	-166.675	1.643
5400	63.961	395.739	338.333	309.991	-838.828	-153.994	1.490
5500	64.065	396.914	339.388	316.392	-838.889	-141.312	1.342
5600	64.169	398.069	340.425	322.804	-838.962	-128.627	1.200
5700	64.273	399.206	341.447	329.226	-839.048	-115.942	1.062
5800	64.377	400.324	342.452	335.658	-839.149	-103.254	0.930
5900	64.480	401.426	343.443	342.101	-839.266	-90.567	0.802
6000	64.582	402.510	344.418	348.554	-839.400	-77.875	0.678
