Sodium Bromide (NaBr)	Br1Na1(cr,l)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-11.590	-354.302	-354.302	INFINITE
100	40.166	35.606	130.332	-9.473	-354.921	-353.408	184.601
200	48.744	66.818	91.420	-4.920	-355.275	-351.758	91.870
298.15	51.400	86.818	86.818	0.	-361.414	-349.267	61.190
300	51.442	87.136	86.819	0.095	-361.441	-349.192	60.800
400	53.451	102.226	88.863	5.345	-379.052	-341.804	44.635
500	54.852	114.311	92.784	10.764	-378.581	-332.542	34.740
600	56.066	124.419	97.236	16.310	-377.911	-323.394	28.154
700	57.321	133.156	101.757	21.979	-377.063	-314.372	23.459
800	58.576	140.892	106.175	27.774	-376.054	-305.484	19.946
900	59.831	147.864	110.426	33.694	-374.903	-296.730	17.222
1000	61.086	154.232	114.492	39.740	-373.631	-288.111	15.049
1020.000	61.337	155.445	115.284	40.964	CRYSTAL <--> LIQUID
1020.000	62.342	181.041	115.284	67.072	TRANSITION
1100	62.342	185.748	120.239	72.060	-346.111	-281.675	13.376
1200	62.342	191.172	125.928	78.294	-441.483	-273.439	11.902
1300	62.342	196.162	131.141	84.528	-439.228	-259.526	10.428
1400	62.342	200.782	135.952	90.762	-436.977	-245.788	9.170
1500	62.342	205.084	140.419	96.996	-434.731	-232.210	8.086
1600	62.342	209.107	144.588	103.230	-432.490	-218.781	7.142
1700	62.342	212.886	148.496	109.465	-430.256	-205.493	6.314
1800	62.342	216.450	152.173	115.699	-428.027	-192.336	5.581
1900	62.342	219.820	155.645	121.933	-425.807	-179.303	4.929
2000	62.342	223.018	158.935	128.167	-423.596	-166.386	4.346
2100	62.342	226.060	162.059	134.401	-421.395	-153.580	3.820
2200	62.342	228.960	165.035	140.635	-419.205	-140.878	3.345
2300	62.342	231.731	167.875	146.870	-417.028	-128.276	2.913
2400	62.342	234.384	170.591	153.104	-414.864	-115.768	2.520
2500	62.342	236.929	173.194	159.338	-412.716	-103.349	2.159
