# P  (bar)  T  (K)
1.0000e-05  100.00
1.1768e-05  129.29
1.3849e-05  158.59
1.6298e-05  187.88
1.9179e-05  217.17
2.2570e-05  246.46
2.6561e-05  275.76
3.1257e-05  305.05
3.6784e-05  334.34
4.3288e-05  363.64
5.0941e-05  392.93
5.9948e-05  422.22
7.0548e-05  451.52
8.3022e-05  480.81
9.7701e-05  510.10
1.1498e-04  539.39
1.3530e-04  568.69
1.5923e-04  597.98
1.8738e-04  627.27
2.2051e-04  656.57
2.5950e-04  685.86
3.0539e-04  715.15
3.5938e-04  744.44
4.2292e-04  773.74
4.9770e-04  803.03
5.8570e-04  832.32
6.8926e-04  861.62
8.1113e-04  890.91
9.5455e-04  920.20
1.1233e-03  949.49
1.3219e-03  978.79
1.5557e-03 1008.08
1.8307e-03 1037.37
2.1544e-03 1066.67
2.5354e-03 1095.96
2.9836e-03 1125.25
3.5112e-03 1154.55
4.1320e-03 1183.84
4.8626e-03 1213.13
5.7224e-03 1242.42
6.7342e-03 1271.72
7.9248e-03 1301.01
9.3260e-03 1330.30
1.0975e-02 1359.60
1.2915e-02 1388.89
1.5199e-02 1418.18
1.7886e-02 1447.47
2.1049e-02 1476.77
2.4771e-02 1506.06
2.9151e-02 1535.35
3.4305e-02 1564.65
4.0370e-02 1593.94
4.7508e-02 1623.23
5.5908e-02 1652.53
6.5793e-02 1681.82
7.7426e-02 1711.11
9.1116e-02 1740.40
1.0723e-01 1769.70
1.2619e-01 1798.99
1.4850e-01 1828.28
1.7475e-01 1857.58
2.0565e-01 1886.87
2.4201e-01 1916.16
2.8480e-01 1945.45
3.3516e-01 1974.75
3.9442e-01 2004.04
4.6416e-01 2033.33
5.4623e-01 2062.63
6.4281e-01 2091.92
7.5646e-01 2121.21
8.9022e-01 2150.51
1.0476e+00 2179.80
1.2328e+00 2209.09
1.4508e+00 2238.38
1.7074e+00 2267.68
2.0092e+00 2296.97
2.3645e+00 2326.26
2.7826e+00 2355.56
3.2745e+00 2384.85
3.8535e+00 2414.14
4.5349e+00 2443.43
5.3367e+00 2472.73
6.2803e+00 2502.02
7.3907e+00 2531.31
8.6975e+00 2560.61
1.0235e+01 2589.90
1.2045e+01 2619.19
1.4175e+01 2648.48
1.6681e+01 2677.78
1.9630e+01 2707.07
2.3101e+01 2736.36
2.7186e+01 2765.66
3.1993e+01 2794.95
3.7649e+01 2824.24
4.4306e+01 2853.54
5.2140e+01 2882.83
6.1359e+01 2912.12
7.2208e+01 2941.41
8.4975e+01 2970.71
1.0000e+02 3000.00
