Titanium Carbide (TiC)	C1Ti1(cr,l)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-4.607	-182.822	-182.822	INFINITE
100	7.335	2.602	46.702	-4.410	-183.245	-182.584	95.372
200	14.924	12.780	27.026	-2.849	-183.928	-181.622	47.435
298.15	33.807	24.229	24.229	0.	-184.096	-180.438	31.612
300	33.936	24.439	24.230	0.063	-184.096	-180.415	31.413
400	40.685	35.180	25.648	3.813	-183.982	-179.200	23.401
500	45.166	44.777	28.533	8.122	-183.740	-178.031	18.599
600	47.647	53.248	31.962	12.772	-183.494	-176.913	15.402
700	49.032	60.703	35.546	17.610	-183.316	-175.831	13.121
800	49.903	67.310	39.112	22.558	-183.214	-174.770	11.411
900	50.572	73.227	42.579	27.583	-183.215	-173.715	10.082
1000	51.179	78.586	45.916	32.670	-183.372	-172.653	9.018
1100	51.794	83.493	49.112	37.818	-183.732	-171.566	8.147
1200	52.446	88.027	52.169	43.030	-188.267	-170.317	7.414
1300	53.145	92.252	55.091	48.309	-188.267	-168.821	6.783
1400	53.894	96.218	57.889	53.661	-188.314	-167.324	6.243
1500	54.689	99.963	60.570	59.090	-188.410	-165.821	5.774
1600	55.530	103.519	63.144	64.600	-188.559	-164.311	5.364
1700	56.404	106.912	65.620	70.197	-188.767	-162.789	5.002
1800	57.317	110.161	68.005	75.882	-189.042	-161.254	4.679
1900	58.254	113.285	70.306	81.661	-189.390	-159.701	4.390
2000	59.220	116.298	72.531	87.534	-204.508	-157.674	4.118
2100	60.208	119.211	74.685	93.506	-205.780	-155.301	3.863
2200	61.216	122.035	76.773	99.577	-206.969	-152.869	3.630
2300	62.241	124.779	78.801	105.749	-208.073	-150.384	3.415
2400	63.283	127.450	80.773	112.025	-209.091	-147.854	3.218
2500	64.337	130.054	82.692	118.406	-210.019	-145.283	3.036
2600	65.400	132.598	84.563	124.893	-210.856	-142.677	2.866
2700	66.480	135.087	86.388	131.487	-211.600	-140.040	2.709
2800	67.563	137.524	88.171	138.189	-212.249	-137.378	2.563
2900	68.659	139.914	89.914	145.000	-212.803	-134.694	2.426
3000	69.760	142.260	91.620	151.921	-213.261	-131.992	2.298
3100	70.869	144.566	93.291	158.952	-213.621	-129.277	2.178
3200	71.982	146.833	94.929	166.095	-213.882	-126.552	2.066
3290.000	72.987	148.844	96.376	172.618	CRYSTAL <--> LIQUID
3290.000	62.760	170.463	96.376	243.746	TRANSITION
3300	62.760	170.654	96.601	244.374	-143.019	-124.036	1.963
3400	62.760	172.527	98.807	250.650	-144.171	-123.443	1.896
3500	62.760	174.347	100.939	256.926	-145.336	-122.817	1.833
3600	62.760	176.115	103.003	263.202	-146.512	-122.157	1.772
3700	62.760	177.834	105.002	269.478	-556.798	-113.676	1.605
3800	62.760	179.508	106.941	275.754	-556.763	-101.700	1.398
3900	62.760	181.138	108.823	282.030	-556.795	-89.724	1.202
4000	62.760	182.727	110.650	288.306	-556.892	-77.747	1.015
4100	62.760	184.277	112.427	294.582	-557.053	-65.767	0.838
4200	62.760	185.789	114.156	300.858	-557.277	-53.781	0.669
4300	62.760	187.266	115.839	307.134	-557.560	-41.790	0.508
4400	62.760	188.709	117.479	313.410	-557.902	-29.792	0.354
4500	62.760	190.119	119.078	319.686	-558.301	-17.785	0.206
